OBJECTID,Join_Count,TARGET_FID,JOIN_FID,GRID_ID,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,CRMCYBURG,CRMCYTOTC,TOTPOP_CY,UNEMPRT_CY_I,HISPPOP_CY_P,MEDHINC_CY_I,ACSVET_P,ID_1,sourceCountry_1,ENRICH_FID_1,aggregationMethod_1,populationToPolygonSizeRating_1,apportionmentConfidence_1,HasData_1,X14068_X_I,X14068FY_X_I,ACSHSGRAD_P,ACSVET_P_1,ACS35NOHI_P,ACSEDNOSCH_P,ACSGRNTI50_P,ACSBLWPV_P,ACSPUBAI_P,ACSHHDIS_P,source_run,latitude,longitude,address,heading,filename,tent_prediction_count,max_conf,classes_seen,hex_area_sqkm,climate_t2m_2024_c,climate_tmax_2024_c,climate_ppt_2024_mm,tent_ref_point_count,tent_ref_prediction_sum,tent_ref_max_conf,tent_ref_mean_conf,transit_stops_count,hospital_count,fire_station_count,library_count,college_count,public_school_count,private_school_count,recreation_center_count,adult_recreation_count,cool_zone_count,affordable_housing_count,sud_treatment_count,business_sites_count,gas_station_count,police_station_count,food_access_count,lausd_school_site_count,osm_major_road_segments_count,osm_major_road_length_m,nearest_osm_major_road_m,freeway_segments_count,freeway_length_m,nearest_freeway_m,river_drainage_segments_count,river_drainage_length_m,nearest_river_drainage_m,osm_amenity_count,caltrans_highway_segments_count,caltrans_highway_length_m,nearest_caltrans_highway_m,fema_flood_hazard_area_pct,fema_flood_hazard_intersects,la_geohub_100yr_flood_area_pct,la_geohub_100yr_flood_intersects,la_geohub_500yr_flood_area_pct,la_geohub_500yr_flood_intersects,la_geohub_fire_hazard_area_pct,la_geohub_fire_hazard_intersects,heat_exposure_area_pct,heat_exposure_intersects,tree_canopy_proxy_pct,vegetation_proxy_pct,impervious_proxy_pct,water_proxy_pct,bare_ground_proxy_pct,dominant_landcover_class,heat_exposure_proxy_score
1,0,1,-1,AD-58,0,US,1,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,44,1580,43,31.77,137,9.34,0,US,1,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,124,129,19.08,9.05,3.69,1.04,18.18,7.27,1.5,20.75,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,105,115,0,0,4,0,0.0,1145.84,0,0.0,3886.45,1,38.07,642.38,8,0,0.0,1945.87,0.0,0,0.0,0,0.43,1,74.16,1,0.0,0,2.18,39.19,31.0,1.09,28.71,5,51.05
1202,1,400,552,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v2_20pct_model6_2026-05-07_batch2,34.03668177,-118.25128291,"967 S SAN PEDRO ST, 90015",270.0,34.036681774_-118.251282912_270.jpg,3.0,0.8477,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1203,1,400,589,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v2_30pct_model6_2026-05-08,34.04389709,-118.24656388,"538 S WALL ST, 90013",180.0,34.0438970911_-118.246563876_180.jpg,2.0,0.7119,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1204,1,400,613,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v2_remaining_model6_2026-05-08,34.04214331,-118.24920768,"310 E 7TH ST, 90014",180.0,34.0421433149_-118.249207682_180.jpg,3.0,0.7794,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1205,1,400,614,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v2_remaining_model6_2026-05-08,34.04214331,-118.24920768,"310 E 7TH ST, 90014",270.0,34.0421433149_-118.249207682_270.jpg,2.0,0.7843,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1206,1,400,837,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.04348454,-118.24585953,"545 S SAN JULIAN ST, 90013",270.0,34.0434845361_-118.245859526_270.jpg,3.0,0.8215,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1207,1,400,855,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.04284574,-118.2462043,"6TH ST AT SAN JULIAN ST, 90013",0.0,34.0428457391_-118.246204297_0.jpg,3.0,0.8099,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1208,1,400,856,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.04284574,-118.2462043,"6TH ST AT SAN JULIAN ST, 90013",180.0,34.0428457391_-118.246204297_180.jpg,1.0,0.6206,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1209,1,400,870,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.043576,-118.24684782,"560 S WALL ST, 90013",90.0,34.0435760015_-118.246847823_90.jpg,4.0,0.8824,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1210,1,400,871,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.043576,-118.24684782,"560 S WALL ST, 90013",180.0,34.0435760015_-118.246847823_180.jpg,2.0,0.8927,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1211,1,400,872,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.043576,-118.24684782,"560 S WALL ST, 90013",270.0,34.0435760015_-118.246847823_270.jpg,1.0,0.6976,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1212,1,400,1017,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,34.03672561,-118.25124881,"963 S SAN PEDRO ST, 90015",0.0,34.0367256143_-118.251248809_0.jpg,3.0,0.8827,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1213,1,400,1018,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,34.03672561,-118.25124881,"963 S SAN PEDRO ST, 90015",270.0,34.0367256143_-118.251248809_270.jpg,2.0,0.8308,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1214,1,400,1102,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03790234,-118.2507717,"615 E 9TH ST, 90015",0.0,34.0379023409_-118.250771697_0.jpg,1.0,0.8017,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1215,1,400,1130,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03703563,-118.2509083,"929 S SAN PEDRO ST, 90015",90.0,34.0370356321_-118.250908305_90.jpg,2.0,0.8298,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1216,1,400,1131,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03703563,-118.2509083,"929 S SAN PEDRO ST, 90015",270.0,34.0370356321_-118.250908305_270.jpg,4.0,0.8349,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1217,1,400,1180,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.03699933,-118.25094401,"933 S SAN PEDRO ST, 90015",270.0,34.0369993318_-118.250944009_270.jpg,5.0,0.8891,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1218,1,400,1201,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.04069346,-118.24680774,"7TH ST AT SAN PEDRO ST, 90014",90.0,34.0406934609_-118.246807742_90.jpg,4.0,0.8598,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1219,1,400,1202,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.04069346,-118.24680774,"7TH ST AT SAN PEDRO ST, 90014",270.0,34.0406934609_-118.246807742_270.jpg,3.0,0.7856,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1220,1,400,1238,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03706894,-118.25086825,"925 S SAN PEDRO ST, 90015",90.0,34.0370689364_-118.250868251_90.jpg,2.0,0.8298,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1221,1,400,1239,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03706894,-118.25086825,"925 S SAN PEDRO ST, 90015",270.0,34.0370689364_-118.250868251_270.jpg,4.0,0.8349,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1222,1,400,1258,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.04367337,-118.2467569,"548 S WALL ST, 90013",90.0,34.0436733696_-118.246756898_90.jpg,1.0,0.9293,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1223,1,400,1259,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.04367337,-118.2467569,"548 S WALL ST, 90013",180.0,34.0436733696_-118.246756898_180.jpg,5.0,0.825,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1224,1,400,1376,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v2_remaining_model6_2026-05-08,34.0431201,-118.24773167,"615 S WALL ST, 90014",0.0,34.043120097_-118.24773167_0.jpg,1.0,0.6849,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1225,1,400,1377,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v2_remaining_model6_2026-05-08,34.0431201,-118.24773167,"615 S WALL ST, 90014",90.0,34.043120097_-118.24773167_90.jpg,1.0,0.6872,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1226,1,400,1378,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v2_remaining_model6_2026-05-08,34.0431201,-118.24773167,"615 S WALL ST, 90014",270.0,34.043120097_-118.24773167_270.jpg,2.0,0.8749,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1227,1,400,1430,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.04217891,-118.24378706,"550 S CROCKER ST, 90013",90.0,34.0421789071_-118.243787063_90.jpg,2.0,0.8406,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1228,1,400,1432,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.04217891,-118.24378706,"550 S CROCKER ST, 90013",180.0,34.0421789071_-118.243787063_180.jpg,1.0,0.8282,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1229,1,400,1444,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.04181366,-118.2485314,"700 S WALL ST, 90014",0.0,34.0418136648_-118.248531401_0.jpg,1.0,0.886,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
1230,1,400,1445,AH-28,25,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,235,16410,214,26.57,39,7.86,49,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,65,65,16.97,5.63,5.18,0.72,25.89,41.06,13.62,29.31,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.04181366,-118.2485314,"700 S WALL ST, 90014",90.0,34.0418136648_-118.248531401_90.jpg,1.0,0.8869,tent,1.295,17.47,29.74,16.36,0,0,,,445,0,1,0,0,1,0,0,0,0,0,1,6133,5796,1,4,0,71,4549.37,204.27,0,0.0,1215.78,0,0.0,2002.53,81,0,0.0,1387.35,39.38,1,0.0,0,4.67,1,100.0,1,0.0,0,0.34,3.96,91.74,0.17,4.13,5,94.12
