OBJECTID,Join_Count,TARGET_FID,JOIN_FID,GRID_ID,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,CRMCYBURG,CRMCYTOTC,TOTPOP_CY,UNEMPRT_CY_I,HISPPOP_CY_P,MEDHINC_CY_I,ACSVET_P,ID_1,sourceCountry_1,ENRICH_FID_1,aggregationMethod_1,populationToPolygonSizeRating_1,apportionmentConfidence_1,HasData_1,ACSHHDIS_P,ACSPUBAI_P,ACSGRNTI50_P,ACSEDNOSCH_P,ACS35NOHI_P,ACSVET_P_1,ACSHSGRAD_P,ACSHHPBLPV_P,X14068_X_I,X14068FY_X_I,source_run,latitude,longitude,address,heading,filename,tent_prediction_count,max_conf,classes_seen,hex_area_sqkm,climate_t2m_2024_c,climate_tmax_2024_c,climate_ppt_2024_mm,tent_ref_point_count,tent_ref_prediction_sum,tent_ref_max_conf,tent_ref_mean_conf,transit_stops_count,hospital_count,fire_station_count,library_count,college_count,public_school_count,private_school_count,recreation_center_count,adult_recreation_count,cool_zone_count,affordable_housing_count,sud_treatment_count,business_sites_count,gas_station_count,police_station_count,food_access_count,lausd_school_site_count,osm_major_road_segments_count,osm_major_road_length_m,nearest_osm_major_road_m,freeway_segments_count,freeway_length_m,nearest_freeway_m,river_drainage_segments_count,river_drainage_length_m,nearest_river_drainage_m,osm_amenity_count,caltrans_highway_segments_count,caltrans_highway_length_m,nearest_caltrans_highway_m,fema_flood_hazard_area_pct,fema_flood_hazard_intersects,la_geohub_100yr_flood_area_pct,la_geohub_100yr_flood_intersects,la_geohub_500yr_flood_area_pct,la_geohub_500yr_flood_intersects,la_geohub_fire_hazard_area_pct,la_geohub_fire_hazard_intersects,heat_exposure_area_pct,heat_exposure_intersects,tree_canopy_proxy_pct,vegetation_proxy_pct,impervious_proxy_pct,water_proxy_pct,bare_ground_proxy_pct,dominant_landcover_class,heat_exposure_proxy_score
1,0,1,-1,I-10,0,US,411,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,89,85,8099,45,49.92,118,2.89,0,US,1,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,23.57,2.12,25.67,5.37,4.36,1.96,14.08,9.85,104,106,,,,,,,,,,1.9425,17.47,29.74,16.36,0,0,,,57,0,0,0,0,1,1,0,0,0,0,2,751,747,0,0,2,43,3904.06,128.42,0,0.0,3741.23,1,1497.94,125.49,9,0,0.0,3769.86,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,2.7,20.34,52.62,6.47,20.58,5,66.02
1195,1,439,1020,AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,34.03461341,-118.26873137,"1800 S HOPE ST, 90015",180.0,34.0346134095_-118.268731367_180.jpg,1.0,0.8877,tent,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5,88.55
1196,1,439,1021,AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,34.03461341,-118.26873137,"1800 S HOPE ST, 90015",270.0,34.0346134095_-118.268731367_270.jpg,1.0,0.8726,tent,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5,88.55
1197,1,439,1077,AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03217855,-118.26390079,"1801 S MAIN ST, 90015",270.0,34.0321785485_-118.26390079_270.jpg,1.0,0.7261,tent,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5,88.55
1198,1,439,1090,AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03480967,-118.26878473,"18TH ST AT HOPE ST, 90015",0.0,34.0348096657_-118.268784733_0.jpg,1.0,0.872,tent,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5,88.55
1199,1,439,1091,AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03480967,-118.26878473,"18TH ST AT HOPE ST, 90015",270.0,34.0348096657_-118.268784733_270.jpg,1.0,0.7581,tent,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5,88.55
1200,1,439,1240,AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.02731164,-118.26686261,"2230 S MAIN ST, 90007",0.0,34.027311637_-118.266862613_0.jpg,1.0,0.7097,tent,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5,88.55
1201,1,439,1266,AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.0251818,-118.26873618,"2521 S MAIN ST, 90007",0.0,34.0251818018_-118.268736175_0.jpg,1.0,0.8921,tent,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5,88.55
1202,1,439,1267,AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.0251818,-118.26873618,"2521 S MAIN ST, 90007",270.0,34.0251818018_-118.268736175_270.jpg,2.0,0.8882,tent,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5,88.55
1203,1,439,1395,AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,api_test_workflow_v2_remaining_model6_2026-05-08,34.02858459,-118.26754682,"2218 S BROADWAY, 90007",270.0,34.0285845877_-118.267546815_270.jpg,1.0,0.8686,tent,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5,88.55
1204,1,439,1425,AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,api_test_workflow_v2_remaining_model6_2026-05-08,34.02771625,-118.2676113,"116 W 23RD ST, 90007",0.0,34.0277162546_-118.267611299_0.jpg,1.0,0.7995,tent,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5,88.55
1205,1,439,1427,AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,api_test_workflow_v2_remaining_model6_2026-05-08,34.02771625,-118.2676113,"116 W 23RD ST, 90007",180.0,34.0277162546_-118.267611299_180.jpg,1.0,0.778,tent,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5,88.55
1206,1,439,1429,AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,api_test_workflow_v2_remaining_model6_2026-05-08,34.02771625,-118.2676113,"116 W 23RD ST, 90007",270.0,34.0277162546_-118.267611299_270.jpg,1.0,0.8976,tent,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5,88.55
1207,1,439,1433,AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,api_test_workflow_v2_remaining_model6_2026-05-08,34.02871018,-118.2658562,"2100 S MAIN ST, 90007",270.0,34.0287101809_-118.265856204_270.jpg,1.0,0.8251,tent,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5,88.55
1208,1,439,1468,AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03621052,-118.2663677,"1513 S GRAND AVE, 90015",180.0,34.0362105199_-118.266367702_180.jpg,1.0,0.6456,tent,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5,88.55
1209,1,439,1621,AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.02894196,-118.26609326,"21ST ST AT MAIN ST, 90007",180.0,34.0289419612_-118.266093262_180.jpg,1.0,0.8774,tent,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5,88.55
1210,1,439,1700,AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.02410252,-118.26894587,"2634 S MAIN ST, 90007",90.0,34.0241025161_-118.268945869_90.jpg,1.0,0.8453,tent,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5,88.55
1211,1,439,1727,AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.03456038,-118.26210828,"1421 S MAIN ST, 90015",0.0,34.0345603795_-118.26210828_0.jpg,1.0,0.7549,tent,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5,88.55
1212,1,439,1766,AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03098085,-118.26472178,"MAIN ST AT WASHINGTON BLVD, 90007",180.0,34.0309808497_-118.264721776_180.jpg,2.0,0.8095,tent,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5,88.55
1213,1,439,1907,AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.02483709,-118.26871417,"ADAMS BLVD AT MAIN ST, 90011",270.0,34.0248370884_-118.268714173_270.jpg,1.0,0.7631,tent,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5,88.55
1214,1,440,35,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.03692591,-118.24523705,"760 S GLADYS AVE, 90021",180.0,34.0369259108_-118.245237051_180.jpg,1.0,0.6828,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1215,1,440,121,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_remaining_model6_2026-05-08,34.04170348,-118.24440386,"6TH ST AT CROCKER ST, 90021",90.0,34.0417034826_-118.24440386_90.jpg,4.0,0.862,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1216,1,440,204,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_30pct_model6_2026-05-08,34.03892071,-118.24437089,"700 S STANFORD AVE, 90021",180.0,34.0389207093_-118.244370894_180.jpg,1.0,0.8251,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1217,1,440,205,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_30pct_model6_2026-05-08,34.03892071,-118.24437089,"700 S STANFORD AVE, 90021",270.0,34.0389207093_-118.244370894_270.jpg,1.0,0.7972,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1218,1,440,244,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_30pct_model6_2026-05-08,34.03747818,-118.24360396,"720 S CERES AVE, 90021",90.0,34.0374781817_-118.243603963_90.jpg,1.0,0.9026,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1219,1,440,245,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_30pct_model6_2026-05-08,34.03747818,-118.24360396,"720 S CERES AVE, 90021",180.0,34.0374781817_-118.243603963_180.jpg,1.0,0.8675,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1220,1,440,357,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_5pct_fresh_2026-04-28,34.03574153,-118.24606124,"1002 E 8TH ST, 90021",180.0,34.0357415348_-118.24606124_180.jpg,1.0,0.7958,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1221,1,440,366,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_5pct_fresh_2026-04-28,34.04243142,-118.24961522,"701 S MAPLE AVE, 90014",0.0,34.0424314196_-118.249615215_0.jpg,2.0,0.7365,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1222,1,440,367,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_5pct_fresh_2026-04-28,34.04243142,-118.24961522,"701 S MAPLE AVE, 90014",270.0,34.0424314196_-118.249615215_270.jpg,2.0,0.8021,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1223,1,440,377,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_5pct_fresh_2026-04-28,34.0422501,-118.24528244,"6TH ST AT SAN PEDRO ST, 90013",270.0,34.042250097_-118.245282439_270.jpg,2.0,0.7468,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
